Customer_ID,Age,Gender,Education_Level,Region,Monthly_Income,Account_Balance,Credit_Score,Days_in_Arrears_12M,Requested_Loan_Amount
7533,19,Male,Primary School,South,1296.48,3759.08,570.0,5.0,2267.84
7534,46,Male,Postgraduate,West,2705.58,,632.0,5.0,7411.55
7535,37,Male,Primary School,Central,1553.75,3503.07,572.0,8.0,3447.93
7536,23,Male,University,South,,6999.14,751.0,10.0,16303.9
7537,25,Female,Secondary School,East,1965.27,3531.54,613.0,5.0,4715.33
7538,46,Female,Primary School,West,1471.25,3094.74,551.0,,
7539,65,Female,Primary School,North,1680.57,1885.35,556.0,8.0,3501.45
7540,68,Male,Technical,North,1950.62,3115.34,,7.0,9135.15
7541,50,Male,University,West,2154.47,,555.0,6.0,7445.94
7542,20,Female,Technical,South,4077.79,5602.85,695.0,5.0,14090.79
7543,52,Male,University,West,4882.41,9975.29,712.0,,16649.86
7544,22,Female,University,East,1857.91,3878.23,590.0,2.0,5194.35
7545,44,Male,Primary School,East,2008.85,2700.54,,11.0,8571.44
7546,61,Male,Technical,Central,2305.1,4110.56,594.0,4.0,6704.58
7547,29,Male,Secondary School,Central,1550.56,3171.85,519.0,9.0,4920.05
7548,37,Female,Secondary School,South,2929.29,5377.07,586.0,3.0,12107.6
7549,62,Female,Primary School,West,1315.53,2321.26,,8.0,3860.38
7550,37,Male,Secondary School,East,1666.78,2908.48,,7.0,5745.94
7551,26,Female,Technical,Central,2173.69,4532.91,566.0,10.0,7650.63
7552,56,Male,Secondary School,East,885.02,2245.76,419.0,7.0,1115.55
7553,21,Male,Technical,South,1952.51,4073.81,548.0,8.0,7380.99
7554,68,Female,University,West,1354.18,3002.37,564.0,6.0,
7555,71,Female,Primary School,Central,1652.22,3359.44,572.0,4.0,4180.4
7556,36,Male,University,North,3030.44,5928.29,666.0,4.0,8196.84
7557,55,Male,Technical,Central,3135.33,6987.95,684.0,5.0,9164.92
7558,44,Female,Primary School,Central,1597.66,2785.68,600.0,6.0,7267.29
7559,62,Female,University,,7958.84,12967.43,724.0,4.0,30138.52
7560,60,Female,Secondary School,North,823.28,2475.42,549.0,6.0,500.0
7561,30,Male,Secondary School,West,1452.94,2977.22,542.0,9.0,4005.72
7562,30,Female,Primary School,West,1879.86,3806.67,602.0,9.0,4593.47
7563,74,Male,Technical,North,3202.1,5068.78,664.0,11.0,10374.49
7564,39,Female,Secondary School,West,1152.75,745.91,538.0,4.0,5940.76
7565,45,Male,Secondary School,Central,2575.01,4861.92,604.0,7.0,
7566,69,Male,Primary School,East,654.57,970.16,429.0,8.0,1834.6
7567,64,Male,University,North,,3124.78,590.0,9.0,8450.28
7568,70,Female,University,West,3049.77,5069.85,693.0,4.0,12448.83
7569,62,Female,Technical,South,2123.88,3867.4,657.0,3.0,
7570,39,Male,Secondary School,West,2624.06,4184.38,,11.0,8861.16
7571,60,Female,Primary School,South,1857.69,4542.74,620.0,11.0,5614.09
7572,36,Female,University,South,1948.91,3352.48,,5.0,5957.01
7573,25,Male,Primary School,North,2044.58,4368.55,590.0,2.0,7834.17
7574,69,Female,Primary School,North,,3296.5,577.0,3.0,5412.18
7575,25,Female,Secondary School,Central,2105.45,4828.4,590.0,7.0,7315.88
7576,59,Male,University,West,3560.66,6552.03,690.0,4.0,11070.36
7577,43,Male,Secondary School,North,1348.39,3163.5,468.0,7.0,5048.23
7578,65,Male,Primary School,West,,4103.58,533.0,6.0,4550.66
7579,68,Male,Technical,West,,5218.3,583.0,4.0,6318.53
7580,43,Male,Technical,Central,,5454.88,662.0,4.0,9027.66
7581,40,Female,Technical,Central,,5692.46,679.0,14.0,10481.3
7582,60,Female,Secondary School,West,1488.27,2531.86,560.0,6.0,3747.34
7583,30,Male,University,North,3745.27,5768.06,719.0,8.0,14810.75
7584,45,Female,Secondary School,Central,1294.28,2081.1,513.0,9.0,1801.36
7585,26,Female,Technical,North,1415.58,1445.25,,7.0,1812.57
7586,37,Female,Technical,West,1777.28,3801.74,557.0,4.0,3078.46
7587,73,Male,Secondary School,South,1585.52,1415.83,555.0,9.0,5138.26
7588,36,Female,Secondary School,Central,,2436.42,637.0,5.0,8968.39
7589,65,Female,Primary School,Central,755.71,1616.08,461.0,7.0,
7590,56,Male,Secondary School,Central,1987.25,4219.46,602.0,7.0,5504.2
7591,68,Male,Secondary School,North,1477.2,1050.93,555.0,8.0,4821.15
7592,29,Male,University,West,998.9,2097.28,491.0,8.0,1976.12
7593,32,Female,Primary School,South,1409.48,,559.0,7.0,3360.91
7594,48,Male,University,East,4592.01,6920.17,655.0,6.0,14324.69
7595,72,Female,Secondary School,Central,2567.16,3187.19,589.0,6.0,8103.87
7596,31,Female,Secondary School,South,1467.83,2651.02,540.0,2.0,4055.77
7597,28,Male,Primary School,North,963.13,2108.69,,9.0,
7598,43,Female,Technical,East,2670.66,4434.55,657.0,8.0,11616.8
7599,59,Male,Technical,East,1535.94,2930.71,598.0,5.0,5321.11
7600,44,Male,University,North,2364.3,4261.05,570.0,5.0,7819.92
7601,28,Female,Secondary School,North,4641.07,9953.19,650.0,7.0,17504.53
7602,55,Female,Secondary School,East,,3618.86,,6.0,7458.89
7603,51,Male,University,North,2254.09,3681.39,591.0,12.0,6660.21
7604,60,Female,Technical,South,2538.71,4257.63,630.0,12.0,6662.33
7605,36,Male,University,South,4862.89,,738.0,2.0,18864.5
7606,23,Male,Secondary School,North,1783.35,3496.11,581.0,6.0,
7607,63,Male,Technical,South,1148.28,1616.81,,7.0,5042.01
7608,69,Male,Primary School,South,1476.67,1943.34,538.0,9.0,3693.06
7609,55,Female,Secondary School,South,1389.87,1500.42,514.0,3.0,2529.98
7610,66,Female,Primary School,Central,1146.21,2141.83,495.0,7.0,4330.56
7611,59,Female,Technical,East,1377.69,2868.23,,9.0,5018.7
7612,45,Male,Technical,North,1104.48,1845.98,516.0,4.0,
7613,18,Male,Primary School,Central,886.7,2324.75,472.0,9.0,
7614,52,Male,Secondary School,Central,2158.36,4184.14,580.0,6.0,5603.26
7615,57,Female,Secondary School,East,2416.12,5797.61,620.0,5.0,7237.15
7616,25,Female,Secondary School,Central,,5950.32,647.0,5.0,9270.05
7617,69,Female,Primary School,East,1020.15,701.4,459.0,5.0,500.0
7618,71,Male,Secondary School,South,,2496.97,546.0,7.0,3821.97
7619,64,Male,University,West,3743.7,6520.43,676.0,5.0,14533.6
7620,73,Male,Secondary School,South,821.92,408.32,485.0,11.0,1482.7
7621,24,Male,Secondary School,South,592.9,275.52,441.0,14.0,500.0
7622,28,Male,Postgraduate,East,4711.86,9078.79,688.0,8.0,17266.91
7623,56,Female,Primary School,South,,2230.17,488.0,2.0,500.0
7624,21,Male,University,East,1698.15,3673.36,639.0,5.0,4054.58
7625,42,Female,Secondary School,North,2007.67,3693.14,635.0,3.0,6641.46
7626,29,Female,Postgraduate,Central,3339.58,5827.74,,,9802.14
7627,43,Male,Secondary School,East,,2262.75,464.0,,2525.59
7628,55,Female,Technical,East,1033.52,2065.05,544.0,12.0,2296.53
7629,63,Male,Primary School,East,984.45,1908.45,520.0,11.0,3964.12
7630,29,Female,University,South,1880.86,2600.59,598.0,4.0,6991.25
7631,60,Female,Secondary School,West,1298.95,3150.51,513.0,8.0,1984.2
7632,68,Female,Technical,North,2496.78,4530.98,603.0,5.0,6022.17
7633,70,Female,Primary School,North,1472.98,881.03,562.0,4.0,3004.51
7634,54,Male,Postgraduate,North,3081.52,4545.07,665.0,4.0,11151.88
7635,63,Female,Technical,West,1996.25,3261.16,677.0,4.0,5186.36
7636,70,Female,Primary School,Central,2845.38,5289.85,678.0,6.0,7787.59
7637,41,Female,Primary School,East,1418.62,2559.69,552.0,10.0,3414.57
7638,33,Female,Secondary School,North,2846.08,4566.24,523.0,4.0,6307.44
7639,74,Female,Secondary School,Central,1241.06,3220.99,,6.0,
7640,30,Female,Secondary School,South,1344.38,3020.12,537.0,6.0,3640.22
7641,42,Male,Postgraduate,South,2862.46,5124.86,593.0,7.0,9632.18
7642,71,Male,Technical,North,2276.52,2846.57,,7.0,9800.73
7643,71,Female,University,Central,3163.68,5450.05,712.0,8.0,12711.32
7644,74,Female,Secondary School,North,2047.22,,680.0,4.0,6777.0
7645,69,Female,Technical,South,,0.0,462.0,,500.0
7646,71,Male,Secondary School,North,1065.52,2334.83,492.0,8.0,2858.51
7647,21,Male,Secondary School,South,1619.28,3065.14,603.0,5.0,6081.01
7648,28,Female,Secondary School,North,3384.19,5316.05,624.0,7.0,8641.1
7649,49,Female,Secondary School,South,1213.24,2382.36,531.0,14.0,
7650,66,Female,Postgraduate,North,9436.93,17768.54,723.0,7.0,33926.31
7651,24,Male,Secondary School,Central,794.95,1839.52,508.0,3.0,4477.82
7652,63,Male,University,Central,2792.56,4558.3,617.0,,7614.27
7653,75,Male,Technical,,1785.05,5130.55,,5.0,9114.49
7654,28,Male,Secondary School,South,1168.49,2452.15,515.0,6.0,5792.29
7655,45,Female,Secondary School,West,2265.44,3577.35,631.0,4.0,7876.72
7656,71,Male,Secondary School,West,1533.66,4064.18,550.0,4.0,3406.42
7657,58,Male,Primary School,East,629.12,0.0,,12.0,1334.67
7658,40,Male,University,East,989.91,848.53,,8.0,2225.43
7659,62,Male,University,South,1548.54,2392.65,541.0,6.0,2565.38
7660,40,Female,Secondary School,South,1987.6,4357.12,603.0,12.0,4394.75
7661,67,Male,University,South,2301.55,,666.0,6.0,8685.65
7662,45,Male,Secondary School,Central,2405.84,4229.42,,6.0,4973.67
7663,60,Female,Technical,Central,1745.2,2405.16,550.0,6.0,3102.39
7664,64,Male,Secondary School,South,1775.07,3756.14,,11.0,5488.44
7665,74,Female,Primary School,East,2518.71,4914.48,622.0,2.0,5205.12
7666,43,Male,Primary School,Central,1106.19,829.33,,6.0,
7667,42,Female,Secondary School,North,3624.5,6486.58,672.0,3.0,12472.11
7668,71,Male,Primary School,Central,1723.56,3304.31,648.0,6.0,9223.85
7669,46,Male,Primary School,West,791.82,1274.28,474.0,13.0,3427.67
7670,36,Male,Primary School,North,689.83,,534.0,7.0,1449.59
7671,50,Male,Primary School,South,638.03,596.51,,13.0,500.0
7672,53,Female,Primary School,West,1247.39,2909.75,481.0,8.0,4268.32
7673,31,Male,Technical,Central,846.28,912.18,405.0,9.0,500.0
7674,31,Female,University,West,5208.85,10130.5,602.0,8.0,14568.25
7675,52,Female,Secondary School,West,4192.19,7544.43,692.0,8.0,15818.93
7676,47,Male,Primary School,Central,,664.32,392.0,9.0,500.0
7677,45,Male,University,North,2704.95,4820.42,544.0,2.0,6280.48
7678,34,Female,Primary School,North,488.79,947.85,,12.0,3171.59
7679,20,Female,University,Central,3163.35,5417.47,645.0,7.0,12681.53
7680,33,Male,Primary School,West,1803.36,2942.4,586.0,7.0,2863.35
7681,63,Male,Secondary School,Central,1561.33,2008.59,,6.0,1034.46
7682,47,Male,Primary School,West,,3647.78,564.0,7.0,6550.12
7683,69,Male,Secondary School,North,1174.95,1466.98,488.0,9.0,500.0
7684,46,Female,University,West,,3469.94,579.0,4.0,6303.6
7685,62,Female,Primary School,Central,1721.04,3444.08,625.0,6.0,7593.84
7686,32,Female,Postgraduate,South,2975.77,3846.61,706.0,5.0,9227.21
7687,63,Male,Secondary School,North,2712.66,4903.97,583.0,7.0,7478.37
7688,73,Male,University,Central,1869.72,2475.1,599.0,6.0,5396.71
7689,42,Female,Secondary School,North,1300.5,2694.29,495.0,7.0,4065.08
7690,68,Male,Secondary School,North,623.25,968.07,,15.0,2383.47
7691,55,Male,Technical,North,5252.01,8743.66,723.0,6.0,20347.97
7692,59,Male,Primary School,South,,773.25,437.0,12.0,500.0
7693,64,Female,University,Central,4135.65,7794.18,672.0,7.0,11984.33
7694,70,Male,Secondary School,East,1919.3,3095.8,577.0,5.0,4172.52
7695,71,Male,Technical,South,1899.45,3122.98,547.0,7.0,2742.9
7696,69,Female,Primary School,East,847.38,2267.25,529.0,5.0,1745.76
7697,75,Female,Technical,West,1558.38,3137.24,562.0,4.0,3239.96
7698,55,Male,Technical,East,1549.0,2409.24,521.0,1.0,2584.81
7699,40,Female,University,Central,1889.85,3466.51,579.0,7.0,8165.22
7700,42,Male,Secondary School,Central,576.79,782.31,,10.0,2620.16
7701,59,Male,University,South,3226.77,6636.88,627.0,8.0,9077.15
7702,24,Female,Postgraduate,South,4274.94,,646.0,6.0,14580.51
7703,39,Male,University,Central,2041.41,4113.35,552.0,8.0,5476.26
7704,34,Male,Technical,South,1737.83,3513.66,524.0,5.0,4521.25
7705,35,Female,Secondary School,North,1919.36,2867.59,584.0,4.0,5299.61
7706,66,Female,Primary School,Central,675.41,490.44,444.0,9.0,974.82
7707,58,Female,Postgraduate,East,1644.71,3884.25,649.0,6.0,2347.46
7708,27,Male,Postgraduate,North,3218.0,5623.12,674.0,12.0,9161.38
7709,27,Male,Primary School,North,1005.3,2958.79,503.0,13.0,824.78
7710,74,Male,Secondary School,Central,1317.55,1558.83,530.0,5.0,4257.81
7711,24,Male,University,Central,3040.24,,627.0,10.0,8801.3
7712,65,Male,Primary School,Central,,1436.21,,7.0,500.0
7713,67,Female,Secondary School,Central,1921.4,3118.88,544.0,10.0,5964.04
7714,55,Male,Postgraduate,North,7527.44,13823.38,704.0,5.0,26754.92
7715,44,Male,University,North,6202.69,10563.28,663.0,10.0,19834.58
7716,69,Male,University,Central,3733.43,6579.4,,7.0,13962.34
7717,50,Male,Primary School,Central,,144.98,,7.0,1984.25
7718,18,Female,Secondary School,Central,1899.84,3904.5,587.0,4.0,4017.51
7719,61,Male,Technical,East,3762.14,,671.0,6.0,12165.76
7720,70,Female,Secondary School,South,1786.07,4251.63,645.0,10.0,8285.63
7721,51,Female,Secondary School,South,1132.09,,526.0,6.0,5842.76
7722,21,Female,University,South,1914.27,3065.01,532.0,12.0,5758.56
7723,34,Male,University,Central,4110.57,,626.0,15.0,12972.26
7724,21,Female,Secondary School,West,1132.56,405.23,566.0,7.0,3510.45
7725,60,Male,Primary School,North,810.13,1415.15,440.0,9.0,2945.79
7726,71,Male,Primary School,North,946.24,2084.2,471.0,5.0,801.75
7727,43,Male,Secondary School,Central,1543.59,2765.2,,10.0,3744.55
7728,21,Male,Primary School,West,1041.43,1796.26,493.0,9.0,
7729,18,Male,Secondary School,West,692.65,721.17,506.0,10.0,3931.39
7730,24,Male,Secondary School,East,,1870.74,,7.0,4079.0
7731,47,Male,University,Central,5695.09,9870.29,722.0,0.0,19910.73
7732,67,Female,Secondary School,West,1713.15,2251.8,572.0,8.0,5768.29
7733,26,Male,Technical,North,2297.25,4876.41,606.0,11.0,8383.69
7734,52,Female,University,South,1292.39,3588.85,565.0,6.0,2710.94
7735,25,Female,Technical,West,2348.1,3735.92,586.0,4.0,8987.82
7736,41,Male,Postgraduate,East,6488.5,10867.75,710.0,5.0,23972.9
7737,36,Female,Technical,Central,2053.76,3091.46,630.0,9.0,8476.84
7738,53,Female,University,East,1425.95,1785.66,524.0,10.0,4497.72
7739,67,Male,Secondary School,Central,2101.19,3404.38,578.0,5.0,4831.23
7740,69,Male,Technical,North,2733.5,5132.72,689.0,9.0,8612.66
7741,60,Female,Technical,East,1360.92,3411.21,530.0,8.0,3681.06
7742,44,Female,Postgraduate,North,5362.93,8381.57,708.0,10.0,17162.82
7743,49,Female,Secondary School,North,1864.32,4112.31,,5.0,3535.84
7744,31,Male,Primary School,South,479.19,859.82,391.0,5.0,4010.74
7745,74,Female,Technical,South,1469.74,943.25,544.0,4.0,4134.77
7746,35,Male,Secondary School,North,1272.41,1283.22,,16.0,
7747,45,Male,Technical,North,1765.96,3584.09,609.0,6.0,8073.57
7748,46,Male,Postgraduate,West,3321.64,5292.97,622.0,5.0,8652.62
7749,33,Male,Postgraduate,North,4626.98,8018.49,772.0,5.0,18653.82
7750,52,Female,Secondary School,,2218.08,3889.3,580.0,5.0,7230.17
7751,64,Female,Primary School,West,2592.16,5611.96,666.0,9.0,6799.95
7752,48,Female,Technical,South,2122.64,2800.34,542.0,6.0,7905.79
7753,21,Male,Technical,North,3355.3,6554.07,625.0,4.0,10168.39
7754,54,Female,Technical,Central,2803.47,6064.88,630.0,6.0,11567.14
7755,34,Female,University,South,4105.45,,645.0,4.0,11562.69
7756,56,Male,Technical,East,3796.02,7457.74,701.0,5.0,14434.16
7757,65,Female,Primary School,South,1078.29,1521.0,536.0,5.0,500.0
7758,63,Female,University,North,2411.9,3787.71,593.0,7.0,6150.53
7759,43,Female,Primary School,North,467.66,577.27,341.0,13.0,1168.61
7760,65,Male,Primary School,Central,2063.97,3898.41,626.0,7.0,5790.17
7761,56,Female,University,East,3914.29,6448.21,684.0,6.0,16135.38
7762,58,Female,Technical,South,1983.04,4301.8,574.0,5.0,7183.85
7763,21,Male,Technical,North,2470.88,4099.21,589.0,5.0,6834.35
7764,47,Female,Secondary School,,2452.08,2784.85,591.0,3.0,9204.45
7765,47,Male,Primary School,South,1223.19,2144.29,558.0,5.0,500.0
7766,39,Female,Secondary School,West,1810.76,2236.1,561.0,11.0,5347.03
7767,28,Female,Technical,Central,1740.31,2922.66,621.0,6.0,4339.02
7768,19,Female,Secondary School,Central,1370.48,2761.49,626.0,3.0,5884.23
7769,61,Female,Technical,Central,1376.57,1951.95,571.0,11.0,3004.65
7770,29,Male,University,East,1244.41,865.75,611.0,8.0,2194.73
7771,47,Male,Secondary School,East,850.59,726.91,506.0,8.0,1836.98
7772,53,Female,University,East,2376.0,,602.0,,10184.2
7773,35,Male,University,Central,1430.2,2726.25,607.0,5.0,5386.89
7774,43,Male,University,South,1573.19,,550.0,13.0,6109.72
7775,70,Male,Technical,Central,1314.82,3698.5,638.0,8.0,2925.08
7776,24,Male,Secondary School,East,1275.48,3945.1,502.0,9.0,
7777,18,Female,Secondary School,North,2378.38,4450.53,643.0,4.0,4448.01
7778,75,Female,Technical,North,733.85,1094.59,470.0,12.0,795.33
7779,43,Male,Secondary School,North,1536.57,2265.51,511.0,0.0,5574.92
7780,40,Male,University,North,1578.06,2921.33,521.0,9.0,4231.97
7781,43,Male,Technical,North,1767.76,3550.96,477.0,6.0,4748.29
7782,62,Male,Primary School,North,943.6,2261.9,493.0,,
7783,23,Male,Technical,Central,1595.12,2058.73,574.0,6.0,4618.59
7784,23,Male,Primary School,North,576.97,236.89,341.0,9.0,1188.1
7785,61,Female,Primary School,East,1498.66,2504.78,431.0,8.0,3550.98
7786,25,Female,University,North,2387.06,4298.56,,7.0,8197.79
7787,41,Male,Secondary School,West,1605.99,,563.0,8.0,5006.1
7788,39,Female,Technical,West,2766.9,3092.93,592.0,11.0,10465.69
7789,36,Female,Secondary School,North,786.55,930.14,472.0,6.0,
7790,54,Male,Technical,North,,2707.97,492.0,9.0,4082.64
7791,35,Male,Primary School,North,2500.35,3699.55,562.0,6.0,
7792,48,Female,University,South,3105.3,,679.0,7.0,9110.17
7793,54,Male,University,,1034.04,2629.92,517.0,10.0,500.0
7794,47,Female,University,,2236.22,4555.13,591.0,7.0,7783.06
7795,74,Female,Primary School,Central,2063.06,4259.62,,9.0,5809.29
7796,59,Male,Technical,,4753.53,8394.06,682.0,5.0,16665.81
7797,50,Female,University,,4917.95,8949.12,669.0,7.0,13596.47
7798,27,Female,Primary School,West,,1841.87,463.0,5.0,
7799,54,Male,Primary School,Central,1161.62,1665.56,485.0,16.0,3629.85
7800,29,Male,University,North,1033.36,2526.79,483.0,9.0,3463.14
7801,71,Female,University,North,2659.73,3741.96,623.0,6.0,6906.5
7802,47,Female,Secondary School,South,1661.56,2456.98,600.0,,7169.24
7803,44,Female,Primary School,Central,1813.53,3936.5,547.0,9.0,4348.89
7804,56,Female,Secondary School,North,572.78,0.0,440.0,7.0,500.0
7805,26,Male,Secondary School,Central,959.17,1840.83,449.0,8.0,
7806,71,Male,Secondary School,Central,1433.82,3462.97,523.0,9.0,
7807,38,Male,Secondary School,South,2208.76,3363.85,575.0,5.0,5052.7
7808,29,Male,Technical,North,1465.17,2967.76,579.0,9.0,5057.06
7809,72,Female,University,East,,13324.42,736.0,4.0,28344.67
7810,46,Female,University,Central,,3203.64,543.0,9.0,5733.12
7811,50,Female,Technical,Central,1466.05,2650.03,530.0,,4607.97
7812,60,Female,Secondary School,,951.35,2630.36,490.0,10.0,
7813,70,Male,Secondary School,South,1444.11,2897.53,,7.0,3256.36
7814,32,Male,Primary School,South,,3313.62,,3.0,3462.97
7815,19,Male,Secondary School,Central,1555.04,3446.9,470.0,6.0,2942.31
7816,69,Female,Postgraduate,West,2358.49,,,7.0,6666.64
7817,56,Male,Technical,Central,3207.74,,661.0,9.0,12831.85
7818,70,Female,Primary School,Central,2359.11,3253.56,647.0,7.0,8887.0
7819,61,Female,Secondary School,Central,1136.59,2879.59,,13.0,3171.96
7820,71,Male,Primary School,North,5092.73,9296.95,661.0,6.0,17303.98
7821,35,Male,Secondary School,South,900.3,3120.12,456.0,,2011.82
7822,20,Female,Secondary School,Central,1461.49,876.43,521.0,8.0,
7823,24,Male,Secondary School,West,1474.03,2596.66,,9.0,4738.48
7824,60,Female,Secondary School,North,937.16,,493.0,10.0,808.48
7825,35,Female,Primary School,South,1295.46,3048.75,565.0,8.0,3745.47
7826,61,Male,Technical,East,1769.9,4746.54,546.0,8.0,2378.71
7827,55,Male,Technical,West,2231.85,4022.93,600.0,9.0,9175.19
7828,54,Male,University,North,2457.46,4760.23,631.0,6.0,8727.11
7829,75,Female,Secondary School,West,2291.51,2695.39,,6.0,6661.94
7830,50,Male,University,West,3199.92,,627.0,7.0,10626.22
7831,61,Female,Technical,West,1196.61,,500.0,9.0,
7832,48,Female,Secondary School,West,1326.53,1931.59,532.0,7.0,3877.24
7833,75,Female,Secondary School,West,1107.03,2231.52,545.0,6.0,500.0
7834,28,Male,Secondary School,South,,5762.42,642.0,6.0,11926.92
7835,21,Female,Secondary School,East,2211.64,5274.95,630.0,7.0,
7836,35,Female,Primary School,South,1373.91,1864.52,527.0,8.0,
7837,21,Female,University,South,2928.71,4562.19,626.0,6.0,8162.53
7838,66,Female,Primary School,South,1194.46,1468.97,573.0,10.0,4841.38
7839,51,Female,Secondary School,West,1636.94,2598.2,527.0,,2456.9
7840,46,Female,Secondary School,North,1080.59,670.13,534.0,8.0,6486.59
7841,41,Male,Secondary School,East,1111.49,1791.08,518.0,9.0,5729.92
7842,39,Female,University,Central,3151.45,5700.57,623.0,9.0,12292.94
7843,19,Male,Postgraduate,Central,1941.64,4694.45,533.0,12.0,7047.53
7844,61,Female,Primary School,North,907.84,1534.29,488.0,5.0,2686.53
7845,23,Female,Secondary School,Central,1304.6,3360.96,,9.0,1054.57
7846,59,Male,University,West,1258.31,2928.04,585.0,4.0,6379.29
7847,42,Female,Secondary School,Central,2355.04,4349.58,616.0,8.0,6625.41
7848,72,Female,Technical,,2565.47,4503.94,567.0,10.0,5995.73
7849,74,Male,Postgraduate,North,4257.31,8092.11,704.0,6.0,13970.61
7850,38,Male,Technical,West,1499.77,3213.59,597.0,9.0,1029.35
7851,72,Male,Primary School,East,2157.12,3460.33,611.0,9.0,8726.86
7852,33,Female,University,Central,2835.62,5573.14,645.0,7.0,9452.94
7853,48,Female,Postgraduate,Central,5211.31,9308.07,633.0,3.0,15875.15
7854,31,Female,Technical,Central,2821.31,5514.53,670.0,5.0,9904.52
7855,56,Female,Secondary School,Central,1244.35,,,5.0,4222.65
7856,45,Female,Postgraduate,Central,2230.04,3725.24,553.0,12.0,6648.14
7857,49,Male,Postgraduate,West,,2246.19,573.0,8.0,6232.66
7858,45,Male,University,East,2482.27,4425.48,622.0,9.0,7394.15
7859,68,Female,Secondary School,Central,463.29,0.0,389.0,7.0,500.0
7860,72,Female,University,West,1570.82,3037.92,590.0,9.0,595.9
7861,66,Female,Technical,North,1380.02,1678.01,491.0,14.0,500.0
7862,26,Female,Primary School,Central,879.71,1494.88,,8.0,1732.25
7863,75,Female,Technical,South,2509.2,5820.97,592.0,5.0,4801.19
7864,62,Male,University,North,1309.51,3822.89,,5.0,5322.44
7865,39,Female,University,North,1113.77,2293.76,558.0,6.0,7610.91
7866,49,Male,University,Central,1145.91,1341.52,,14.0,2594.55
7867,22,Male,Primary School,East,1461.04,,542.0,8.0,2513.94
7868,40,Female,Secondary School,West,1150.72,,471.0,8.0,
7869,22,Female,Secondary School,South,1092.16,774.03,488.0,9.0,
7870,59,Male,University,South,5440.16,11355.12,691.0,5.0,19375.04
7871,70,Female,Primary School,South,1542.96,2768.97,,15.0,3625.85
7872,49,Female,University,Central,1753.58,3597.5,584.0,10.0,3181.57
7873,27,Female,Technical,East,936.3,1425.1,430.0,11.0,500.0
7874,56,Female,University,South,5755.0,10786.65,707.0,12.0,19302.57
7875,75,Male,Secondary School,,1779.77,,588.0,12.0,6997.01
7876,32,Female,Technical,North,1451.59,2520.39,512.0,8.0,2202.87
7877,24,Female,Postgraduate,West,3479.58,6996.69,610.0,6.0,11759.78
7878,46,Female,University,North,2006.58,3468.24,609.0,6.0,5865.43
7879,64,Female,Primary School,West,1575.16,2160.71,500.0,10.0,3865.18
7880,20,Male,Primary School,North,535.68,1701.46,382.0,6.0,500.0
7881,36,Male,University,South,1980.7,3276.47,584.0,4.0,5058.2
7882,27,Female,Secondary School,Central,,1324.08,470.0,8.0,500.0
7883,45,Male,Technical,West,1748.65,2244.26,555.0,11.0,3699.36
7884,46,Female,Technical,South,1180.75,3363.34,571.0,11.0,
7885,32,Male,Postgraduate,North,2472.3,5301.58,,10.0,6657.37
7886,52,Male,Secondary School,Central,1194.88,1947.81,549.0,5.0,6330.18
7887,23,Male,University,Central,2596.41,3976.93,587.0,10.0,6798.08
7888,29,Female,Primary School,West,985.2,2316.47,,6.0,2316.37
7889,64,Male,Secondary School,East,991.96,2107.72,473.0,3.0,1712.81
7890,55,Female,Secondary School,East,1853.7,3007.49,593.0,1.0,5643.36
7891,30,Male,University,North,5993.96,10715.56,727.0,5.0,23655.59
7892,46,Female,University,South,,4182.71,566.0,5.0,3739.58
7893,36,Male,Secondary School,West,2665.44,4980.58,574.0,9.0,5056.63
7894,20,Male,Secondary School,East,716.06,1584.5,437.0,10.0,500.0
7895,25,Female,Technical,North,1234.99,2432.03,495.0,8.0,500.0
7896,25,Female,University,South,4157.17,8066.39,624.0,4.0,12253.9
7897,72,Male,Technical,East,,3342.7,575.0,10.0,993.78
7898,75,Female,Postgraduate,South,2546.44,4712.09,657.0,8.0,7208.75
7899,37,Male,University,North,3463.38,5656.22,625.0,9.0,11972.45
7900,64,Male,Secondary School,North,982.72,1249.57,523.0,8.0,500.0
7901,21,Male,Secondary School,West,1481.69,,556.0,4.0,3489.45
7902,68,Male,Technical,Central,2886.01,4054.85,656.0,11.0,
7903,38,Male,University,Central,2807.56,5588.06,715.0,4.0,9092.53
7904,20,Male,Secondary School,East,4441.73,10169.76,652.0,5.0,12881.48
7905,62,Female,University,South,1936.01,4896.51,602.0,3.0,6589.81
7906,25,Male,Primary School,West,,3305.57,,11.0,
7907,40,Female,University,North,3554.05,7925.68,660.0,2.0,8698.35
7908,33,Male,University,East,2137.36,4167.89,485.0,9.0,4908.97
7909,30,Male,Secondary School,North,962.64,,456.0,8.0,5083.46
7910,20,Male,Secondary School,North,2421.09,4374.6,584.0,6.0,
7911,65,Female,Primary School,North,999.94,2520.15,498.0,4.0,1854.31
7912,26,Female,University,South,3107.25,7254.92,,6.0,5714.64
7913,31,Female,University,South,2848.13,5976.77,621.0,4.0,11780.83
7914,30,Male,Technical,,1860.95,,536.0,9.0,6165.19
7915,70,Female,Primary School,North,,3672.34,573.0,10.0,6961.3
7916,74,Female,Secondary School,South,1856.45,,509.0,12.0,3874.05
7917,24,Male,Secondary School,North,1920.38,3347.59,513.0,10.0,2920.5
7918,32,Male,Secondary School,North,1764.91,2349.12,547.0,7.0,7066.29
